Día;Fecha;Inicio solicitud;Fin solicitud;Cuadrillas;N°;Identificador;Caso;Tipo;Tipo de faena;Sector afectado;Dirección de referencia;Objeto de referencia;Jerarquía de red;Tipo de contexto;ID del contexto;Descripción del trabajo;Resultado;Área solicitante;Solicitante;Área de cobertura;Clientes afectados;Inicio planificado;Fin planificado;Duración planificada;Duración de tareas programadas;Tiempo excedido;Inicio corte real;Fin corte real;Duración corte real;Observaciones;Estado;Circuito de aprobación;Comentarios de cierre
LUNES;2023-05-15;15:00:00;15:30:00;;1252;PI-2023-01852;1032745;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;6490906;[190 LA PLATA] / 19013 [190 LA PLATA];Plan de Mantenimiento;Sem 20;Cambio de termomagnética ventilación y regulacion del TR3 SELP en tablero CA SI A;Normal;Transmisión;nestor vicente;San Carlos;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MARTES;2023-05-16;07:30:00;14:15:00;;1253;PI-2023-01855;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Belgrano y 528;098-E-IN-SIA;[098 TOLOSA];Plan de Mantenimiento;Sem 20;Ensayo Int SI A SE Tolosa;Normal;Transmisión;fernando nellen;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MARTES;2023-05-16;07:30:00;15:00:00;;1254;PI-2023-01856;;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-A-IN-TR3;;Plan de Mantenimiento;Sem 20;Tendido de mangueras alim ventilacion TR3 SELP;Normal;Transmisión;fernando nellen;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MARTES;2023-05-16;08:00:00;16:00:00;OP-Guardia AT Dique;1255;PI-2023-01853;1032814;Permiso de trabajo en AT;Obra nueva instalacion;;601 entre 127 y RP11 (Villa Elvira);199-B-SE-572-1;;Ingeniería y Obras;Obra sección 1 13,2 kV SE Este;Conexionado de cables de potencia (132 kV) para habilitación de TR 1.;Normal;Planificación;Pablo Romanini;Villa Elvira;0;;;;00:05:00;;;;;.;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;08:00:00;16:00:00;OP-Guardia AT La Plata;1256;PI-2023-01826;1032810;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-599;;Plan de Mantenimiento;Semana 20 - 2023;PODA E/S L.599;Normal;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;.;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;08:00:00;16:00:00;OP-Guardia AT Dique;1257;PI-2023-01814;1032811;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Belgrano y 528;098-E-IN-SIA;[098 TOLOSA];Plan de Mantenimiento;Semana 20 - 2023;SE Tolosa ( 098) Sala de 13,2 kV - Mant a interruptores en pasillo;Normal;Transmisión;Daniel Perez;Tolosa;0;;;;00:05:00;;;;;.;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;08:00:00;16:00:00;OP-Guardia AT Dique;1258;PI-2023-01813;1032812;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Belgrano y 528;098-E-IN-SIA;[098 TOLOSA];Plan de Mantenimiento;Semana 20 - 2023;SE Tolosa (098) - SI A: Mant a SI A;Normal;Transmisión;Daniel Perez;Tolosa;0;;;;00:05:00;;;;;.;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;08:00:00;17:00:00;;1259;PI-2023-01805;1032819;Permiso de trabajo en MT;Mantenimiento Preventivo;Lisandro Olmos desde calle 43 a 50 y desde ruta 36 a 195.-;RP36 entre 49 y 47 (Lisandro Olmos);TMT30043287;09231 [092 KAISER];Plan de Mantenimiento;M-019243;Se cambiaran 6 postes de madera por H.A.-;Normal;Redes Aéreas;lucrecia heit;Lisandro Olmos;94;17:46:07;18:10:54;00:24:47;00:02:00;10:08:54.05;08:10:18;18:06:02;09:55:43;j;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;08:00:00;17:00:00;OP-Guardia AT Dique;1260;PI-2023-01849;1032726;Permiso de trabajo en AT;Obra estructural;;Cno. Vergara y 130 (Ensenada);096-D-B1;[096 DIQUE];Ingeniería y Obras;.;Adecuacion para PES de celdas E5, 6 y 7;Pendiente;Mantenimiento;sebastian malaissi;Ensenada;0;;;;00:05:00;;;;;;abierta, aprobada, esperando ejecución (sin solicitud de cancelación);Fuera de plazo;
MARTES;2023-05-16;08:30:00;16:00:00;;1261;PI-2023-01776;1032820;Permiso de trabajo en MT;Mantenimiento Correctivo;No habria clientes sin luz;065-07 (Verónica);19513 P300;19513 [195 VERONICA];COD;I0027554;Reparacion fases deshilachadas doble terna 19501 y 19513;Cancelada;Verónica;juan guarella;Verónica;0;;;;00:02:00;;;;;SE CREO OTRO CASO;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
MARTES;2023-05-16;08:30:00;18:00:00;;1262;PI-2023-01845;1032818;Permiso de trabajo en MT;Mantenimiento Correctivo;De 14 a 19 y de 61 a 64;17 Y 63;170017;09501 [095 PAZ];Plan de Mantenimiento;M-020248;Cambio de equipo rupto fusible y lubricación de equipos de cables. ;Normal;Redes Subterráneas;luis talesco;La Plata;17123;17:30:49;17:48:05;00:17:16;00:02:00;09:16:05.639;09:44:13;17:43:33;07:59:19;E;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;13:00:00;16:00:00;OP-Guardia AT La Plata;1263;PI-2023-01862;1033051;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-571;;Plan de Mantenimiento;Semana 20 - 2023;SELP- L.571 : Recarga de SF6 en Int.;Normal;Transmisión;Daniel Perez;San Carlos;0;;;;04:45:00;;;;;bajo nivel de sf6;cerrada (hecha);Fuera de plazo;
MARTES;2023-05-16;15:00:00;17:00:00;;1264;PI-2023-01863;1033050;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;094-B-IN-571;;Plan de Mantenimiento;Semana 20 - 2023;SELP- L.571 : Recarga de SF6 en Int.;Normal;Transmisión;Daniel Perez;Los Hornos;0;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MIéRCOLES;2023-05-17;07:30:00;08:30:00;OP-Guardia AT La Plata;1265;PI-2023-01869;1033148;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-A-IN-TR3;;Plan de Mantenimiento;Sem 20;Conexionado de mangueras alim ventilacion TR3 SELP;Normal;Transmisión;fernando nellen;San Carlos;0;;;;00:05:00;;;;;mapro;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;13:00:00;;1266;PI-2023-01850;1032890;Permiso de trabajo en MT;Mantenimiento Correctivo;Bosinga a Sidotti y desde Illia a Alberdi;La Paz entre Leandro N. Alem y Eva Perón (Ensenada);La Paz y Alem;09625 [096 DIQUE];Plan de Mantenimiento;123456;"Cambio de poste de madera por H°A° en seccionador ""La Paz y Alem""";Normal;Redes Aéreas;gabriel belardinelli;Ensenada;9372;15:36:57;16:08:21;00:31:24;08:25:00;00:00:00;08:20:56;16:07:20;07:46:23;U;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;16:00:00;OP-Guardia AT La Plata;1267;PI-2023-01827;1033149;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-599;;Plan de Mantenimiento;Semana 20 - 2023;PODA E/S L.599;Normal;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;realizado ;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;08:00:00;16:00:00;;1268;PI-2023-01860;1033163;Corte solicitado por usuario;Trabajo solicitado por usuario;.;S.E. ABASTO-Serv. Auxiliares-R.2 KM.48;LADO 09233;09233 [092 KAISER];Solicitud Usuario;.;Solicitiud SACME por mantenimiento ;Normal;Redes Subterráneas;Hernan Vior;El Peligro;4126;16:40:40;16:44:43;00:04:03;08:15:00;00:29:43.204;11:05:54;16:41:54;05:35:59;M;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;16:00:00;OP-BT-Maniobras-E1;1269;PI-2023-01754;1032821;Corte solicitado por usuario;Trabajo solicitado por usuario;;RP215 entre Perito Moreno y Güemes (Ensenada);3370006;09604 [096 DIQUE];Solicitud Usuario;Ver nota adjunta;Ver nota adjunta;Normal;Comercial;Fernando Cabrera;Ensenada;1;08:03:52;23:37:50;1 day 15:33:57;11:00:10;1 day 04:37:40.515;08:03:52;06:50:45;1 day 22:46:52;WD;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;17:00:00;OP-Guardia AT Magdalena;1270;PI-2023-01867;1033147;Permiso de trabajo en AT;Mantenimiento Correctivo;;Rta. 36 y Acc. Ver?n;195-D-IN-TR1;[195 VERONICA];Plan de Mantenimiento;Sem 20;Ensayo interruptores 33kV;Normal;Transmisión;fernando nellen;Verónica;0;;;;00:05:00;;;;;mapro;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;17:00:00;;1271;PI-2023-01866;;Permiso de trabajo en MT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;195-D-IN-TR1;[195 VERONICA];Plan de Mantenimiento;Semana 20 - 2023;SE VERONICA (195) CAMPO DE 33kV, L19501,L19502,19503 : Mantenimiento general de seccionadores de barras y terminales , mant general a interruptores.;Normal;Transmisión;Daniel Perez;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Fuera de plazo;
MIéRCOLES;2023-05-17;08:00:00;17:00:00;;1272;PI-2023-01816;1033150;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;195-D-IN-TR1;[195 VERONICA];Plan de Mantenimiento;Semana 20 - 2023;SE VERONICA (195) CAMPO DE 33kV, L19501,L19502,19503 : Mantenimiento general de seccionadores de barras y terminales , mant general a interruptores.;Normal;Transmisión;Daniel Perez;Verónica;8775;;;;;;08:23:00;20:30:33;12:07:33;d;cerrada (hecha);Circuito de aprobación normal;x
MIéRCOLES;2023-05-17;08:00:00;17:00:00;;1273;PI-2023-01806;1032871;Permiso de trabajo en MT;Mantenimiento Correctivo;132 bis de 467 a 476 y adyacencias.-;132 Bis entre 476 y 474 (City Bell);13787034;09916 [099 CITY BELL];Plan de Mantenimiento;I0027628;Por reclamo OCEBA 22010. Se cambiara poste de madera con tutor. Se aprovecha el corte y se cambian un total de tres postes.;Normal;Redes Aéreas;lucrecia heit;City Bell;219;15:35:13;15:35:48;00:00:35;08:15:00;00:00:00;08:25:21;15:35:13;07:09:51;B;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;08:30:00;17:00:00;;1274;PI-2023-01857;1033164;Permiso de trabajo en MT;Mantenimiento Preventivo;80 BIS HASTA 88 Y DESDE 1 HASTA 6;4 entre 82 y 81 (Villa Elvira);4/81y82;09317 [093 ROCHA];Plan de Mantenimiento;M-019058;CAMBIO DE 4 POSTES DE MADERA POR COLUMNA;Normal;Redes Aéreas;gabriel martins;Villa Elvira;469;16:48:37;16:48:50;00:00:13;08:15:00;00:03:50.626;08:07:21;16:48:37;08:41:15;j;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;08:30:00;17:00:00;;1275;PI-2023-01796;;Permiso de trabajo en MT;Mantenimiento Preventivo;80 BIS HASTA 88 Y DESDE 1 HASTA 6;4 entre 82 y 81 (Villa Elvira);4/81y82;09317 [093 ROCHA];Plan de Mantenimiento;M-019058;CAMBIO DE 4 POSTES DE MADERA POR COLUMNA;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;08:30:00;18:00:00;;1276;PI-2023-01834;;Permiso de trabajo en MT;Mantenimiento Correctivo;De 14 a 19 y de 61 a 64;17 Y 63;170017;09501 [095 PAZ];Plan de Mantenimiento;M-020248;Cambio de equipo rupto fusible y lubricación de equipos de cables. ;Normal;Redes Subterráneas;Carlos Perez;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;09:00:00;16:00:00;;1277;PI-2023-01791;1032873;Permiso de trabajo en MT;Mantenimiento Correctivo;;OSBA PTA.BOMBEO MORENO E/CALZETA Y CESTI;300029;09604 [096 DIQUE];Plan de Mantenimiento;97165;Mantenimiento en CT 300029;Normal;Redes Subterráneas;luis talesco;Ensenada;86;17:33:25;18:32:32;00:59:07;09:15:00;00:17:32.532;07:57:06;17:47:19;09:50:12;j;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;09:00:00;17:00:00;OP-Guardia AT Magdalena;1278;PI-2023-01815;1033151;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;195-D-IN-TR1;[195 VERONICA];Plan de Mantenimiento;Semana 20 - 2023;SE VERONICA (195) - TR n°1  33 kV, Acoplador de 33kV : Mant a int de 33kV (OT 1009619, OT 1001045 Reparar maniobra electrica);Normal;Transmisión;Daniel Perez;Verónica;0;;;;00:05:00;;;;;mapro;cerrada (hecha);Circuito de aprobación normal;
MIéRCOLES;2023-05-17;10:00:00;14:00:00;;1279;PI-2023-01802;1032975;Trabajo en proximidad de instalaciones energizadas;Obra estructural;No afecta servicio;Cno. Real y Montevideo - La Balandra;310600;09650 [096 DIQUE];Plan de Mantenimiento;Plan de obras Laboratorio MT;Instalación de tablero para alimentación de futuro reconectador;Cancelada;Redes Subterráneas - Laboratorio;Luciano Biagiola;Berisso;0;;;;;;;;;BBV;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;T
MIéRCOLES;2023-05-17;15:00:00;21:00:00;;1280;PI-2023-01879;1033393;Permiso de trabajo en MT;Mantenimiento Preventivo;.;155 Y 80;171645;09403 [094 SUR];Plan de Mantenimiento;M-020386;CAMBIO DE TRANSFORMADOR , PUENTES E INVERSION EN BT;Normal;Redes Subterráneas;luis talesco;Los Hornos;14;16:20:01;18:31:46;02:11:45;06:10:00;00:00:00;16:20:01;18:31:04;02:11:03;r;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-05-17;23:30:00;06:00:00;;1281;PI-2023-01868;;Permiso de trabajo en AT;Mantenimiento Correctivo;;Rta. 2 y 514;092-E-IN-AC12;;Plan de Mantenimiento;Sem 20;Ensayo celda de acoplamiento 13,2kV SE KAISER;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
JUEVES;2023-05-18;00:00:00;06:00:00;OP-Guardia AT La Plata;1282;PI-2023-01870;1033397;Permiso de trabajo en AT;Mantenimiento Correctivo;;Rta. 2 y 514;092-B-IN-TR2;;Plan de Mantenimiento;SEMANA 20-2023;INT.13,2 TR N°2 KAISER (092);Excedida;Transmisión;Jose Molteni;Abasto,Ángel Etcheverry;16714;01:25:00;20:08:50;18:43:50;07:50:00;12:18:50.378;01:25:00;08:02:26;06:37:26;Normalizado Acoplador de secciones;cerrada (hecha);Fuera de plazo;
JUEVES;2023-05-18;08:00:00;15:00:00;;1283;PI-2023-01839;1033165;Permiso de trabajo en MT;Mantenimiento Correctivo;barrio la parada/ la doly 2;Colectora RP215 entre Avenida General Ramírez y Guillermo Rawson;210287;09225/08 [092 KAISER];Plan de Mantenimiento;m-020285;cambio madera poe HA°;Cancelada;Brandsen;luis lauxmann;Brandsen;0;;;;08:15:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;fuerza mayor
JUEVES;2023-05-18;08:00:00;15:50:29;;1284;PI-2023-01772;;Permiso de trabajo en AT;Obra estructural;NO AFECTA CLIENTES;53 Y 5 NORTE;CS000302;170104T1S8 [170104] / 09323 [093 ROCHA];Ingeniería y Obras;OT-116984;Empalmes sobre CASMT en calle 5 y 53 esq Norte. Salida de SE ROCHA 9324. Necesito PAT en SE. El cable queda suelto dentro de la cámara 172661 (calle 63 e/ 6 y 7). Se impacta con gestión: Empalmes en 5 y 53 CASMT - OT: 11694.;Normal;Planificación;luciano canepa;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Circuito de aprobación normal;
JUEVES;2023-05-18;08:00:00;16:00:00;OP-Guardia AT La Plata;1285;PI-2023-01861;1033487;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-571;;Plan de Mantenimiento;Semana 20 - 2023;PODA E/S L.571;Cancelada;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
JUEVES;2023-05-18;08:00:00;16:00:00;;1286;PI-2023-01828;;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-598;;Plan de Mantenimiento;Semana 20 - 2023;PODA E/S L.598;Normal;Transmisión;Daniel Perez;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-05-18;08:00:00;17:00:00;OP-Guardia AT Dique;1287;PI-2023-01817;1033489;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-B-IN-594;;Plan de Mantenimiento;Semana 20 - 2023;SE DIQUE (096) C.694 : Mant TI + Mant TV + Mant Int. 132 kV + Secc B2;Cancelada;Transmisión;Daniel Perez;Ensenada;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
JUEVES;2023-05-18;08:00:00;17:00:00;OP-Guardia AT Dique;1288;PI-2023-01821;1033488;Permiso de trabajo en AT;Mantenimiento Preventivo;;Destileria La Plata;B2aB;;Plan de Mantenimiento;Semana 20 - 2023;SE YPF (193) - Barra B : Mant Secc B2aB (I0025248 no cierra) + Mant Secc B4aB + Mant Secc Ba7B (PAT de barra);Cancelada;Transmisión;Daniel Perez;Ensenada;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
JUEVES;2023-05-18;08:30:00;10:30:00;OP-BT-Maniobras-E1;1289;PI-2023-01851;1033547;Permiso de trabajo en BT;Mantenimiento Preventivo;;49 E/146 Y 147;170854;19003 [190 LA PLATA];Plan de Mantenimiento;010;COLOCACION DE TI PARA MEDICION COMUNITARIA;Normal;Comercial;Carolina Muraca;San Carlos;220;08:57:48;09:32:49;00:35:01;02:05:00;00:00:00;08:57:48;09:32:49;00:35:01;ot;cerrada (hecha);Fuera de plazo;
JUEVES;2023-05-18;08:30:00;16:00:00;;1290;PI-2023-01798;1033176;Permiso de trabajo en MT;Mantenimiento Preventivo;72 HASTA 54 Y DESDE 9 HASTA COSTANERA;56 entre RP15 y 3 - Carlos Gardel;Rotonda C.Costanero y Mercante;09603 [096 DIQUE];Plan de Mantenimiento;M-013857;COLOCACION DE 5 COLUMNAS;Normal;Redes Aéreas;gabriel martins;Ensenada;7685;;;;;;08:12:25;16:25:51;08:13:25;Programado;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-18;09:00:00;16:00:00;;1291;PI-2023-01352;1033179;Permiso de trabajo en MT;Obra nueva instalacion;De Calle 631 a635 y de 5 a 9 bis , Sicardi.;631 entre Avenida 7 y 6 Bis;172991;;Ingeniería y Obras;31107;Energización de nuevo CT para alimentar nuevo loteo. CT 172991;Normal;Planificación;ismael aguilera;Eduardo Arana;2232;;;;;;09:03:50;11:30:59;02:27:08;FRF;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-05-18;09:15:00;16:00:00;;1292;PI-2023-01838;1033175;Permiso de trabajo en MT;Obra nueva instalacion;De 26 a 30 y de 694 a 699 aprox.;28 Y 698 Arana;172589;09401 [094 SUR];Ingeniería y Obras;31910;Repotenciacion de CT 172589, de 200 Kva a 400 Kva para nuevo loteo.;Cancelada;Planificación;Jose Penica;Eduardo Arana;0;;;;08:15:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-05-19;08:00:00;11:00:00;carcano G;1293;PI-2023-01837;1033881;Permiso de trabajo en BT;Mantenimiento Preventivo;"En calle 3 de 55 a 56 lado impar; en calle 56 de 3 a 4.";3 entre 55 y 56 (La Plata);TBT50474810;170268T1S7 [170268] / 09311 [093 ROCHA];Ingeniería y Obras;OT-117267;Agregar cable para alimentar el presurizador en edificio de calle 3 N° 1109 e/ 55 y 56. YA SE ENCUENTRA IMPACTADO, el cable que tenía antes fue cortado.;Normal;Planificación;luciano canepa;La Plata;334;09:39:02;09:56:26;00:17:23;03:05:00;00:00:00;09:39:02;09:56:26;00:17:23;c;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-05-19;08:00:00;14:00:00;OP-Guardia AT La Plata;1294;PI-2023-01822;1033785;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-57;;Plan de Mantenimiento;Semana 20 - 2023;SELP (190) - L.57 : Mant Secc B3;Cancelada;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;r
VIERNES;2023-05-19;08:00:00;16:00:00;OP-Guardia AT La Plata;1295;PI-2023-01829;1033778;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-593;;Plan de Mantenimiento;Semana 20 - 2023;PODA E/S L.593;Cancelada;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;r
VIERNES;2023-05-19;08:00:00;16:00:00;;1296;PI-2023-01685;1033434;Permiso de trabajo en MT;Obra nueva instalacion;46 A 38 DE 217 A223;44 y 220;171891;09231 [092 KAISER];Ingeniería y Obras;117611;OCEBA-HABILITAR NUEVO RAMAL MT Y NUEVO CT 172963 ( PLATAFORMA STANDARD) 200 KVA EN 217 Y 48;Cancelada;Planificación;fernando stradella;Ángel Etcheverry;0;;;;08:15:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
VIERNES;2023-05-19;08:00:00;17:00:00;OP-Guardia AT La Plata;1297;PI-2023-01823;1033779;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-TR3;;Plan de Mantenimiento;Semana 20 - 2023;SELP (190) - TRN°3 220kV : Mant Secc B3;Cancelada;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;r
VIERNES;2023-05-19;08:00:00;17:00:00;OP-Guardia AT La Plata;1298;PI-2023-01824;1033777;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-SE-TR3-1;;Plan de Mantenimiento;Semana 20 - 2023;SELP (190) - TR N°3 132kV : Mant Secc B1 ;Cancelada;Transmisión;Daniel Perez;San Carlos;0;;;;00:05:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;r
VIERNES;2023-05-19;09:00:00;16:00:00;;1299;PI-2023-01759;;Permiso de trabajo en MT;Obra nueva instalacion;BOULEVARD 81 A 31- BOULEVARD 81 A 72- DE 28 A 31;70 Y 31;170636;09502 [095 PAZ];Ingeniería y Obras;117211;RECLAMO OCEBA-REPOTENCIAR CT 170636- RECONFIGURACION DE ISLA BT;Normal;Planificación;fernando stradella;;;;;;;;;;;;abierta, en definición (nueva);Circuito de aprobación normal;
VIERNES;2023-05-19;09:00:00;17:00:00;;1300;PI-2023-01794;1033432;Permiso de trabajo en MT;Mantenimiento Preventivo;44 HASTA 54 Y DESDE 146 HASTA 138;140 entre 42 y 43 (San Carlos);140y42;19010 [190 LA PLATA];Plan de Mantenimiento;M-019038;CAMBIO DE 3 POSTES MASERA POR COLUMNA Y MADERA POR MADERA;Normal;Redes Aéreas;gabriel martins;San Carlos;17562;15:32:21;15:59:42;00:27:21;09:25:00;00:00:00;08:12:46;15:58:54;07:46:07;z;cerrada (hecha);Circuito de aprobación normal;
VIERNES;2023-05-19;13:00:00;16:00:00;OP-Guardia AT La Plata;1301;PI-2023-01825;1033786;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-TV-B1;;Plan de Mantenimiento;Semana 20 - 2023;SELP (190) - Medicion B1 132 kV: Mant Secc B1 + Mant TV B1;Normal;Transmisión;Daniel Perez;San Carlos;8281;;;;00:05:00;;16:37:52;16:44:06;00:06:14;www;cerrada (hecha);Circuito de aprobación normal;
SáBADO;2023-05-20;07:30:00;14:30:00;OP-Guardia AT Dique;1302;PI-2023-01903;1034172;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-B-IN-TR3-Q0;;Plan de Mantenimiento;sem 20;Ensayo TR3 SE ROCHA;Normal;Transmisión;fernando nellen;La Plata;0;;;;04:30:00;;;;;programado taller y laboratorio;cerrada (hecha);Fuera de plazo;
SáBADO;2023-05-20;08:00:00;16:00:00;;1303;PI-2023-01830;;Permiso de trabajo en AT;Mantenimiento Preventivo;;4 y 44;093-E-IN-TR3;[093 ROCHA];Plan de Mantenimiento;Semana 20 - 2023;SE Rocha (093) - TR N°3: Mant. TR + Mant RBC + Mant Int. 13,2kV;Normal;Transmisión;Daniel Perez;;;;;;;;;;;;abierta, en definición, suspendida (Error de operador);Circuito de aprobación normal;
SáBADO;2023-05-20;09:00:00;15:00:00;;1304;PI-2023-01656;;Corte solicitado por tercero;Trabajo solicitado por tercero;;RP13 entre 212 y 213 (Abasto);TMT30004295;09235 [092 KAISER];Solicitud Terceros;Ver nota adjunta;PODA a ejecutarse por la MLP;Normal;Comercial;Fernando Cabrera;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
